customerID,gender,senior,dependents,tenure,phone_lines,service,insurance,streaming,contract,billing,payment,charge_month,charge_total,churn
8388-DMKAE,2,0,0,1,1,1,0,0,3,1,1,1,174.65,0
4403-BWPAY,1,0,0,1,2,1,0,0,2,2,3,1,321.7,0
9659-QEQSY,2,0,0,2,2,3,4,2,1,2,2,4,5125.5,0
5405-ZMYXQ,2,0,0,1,2,3,0,0,1,2,3,3,548.9,0
5047-LHVLY,1,1,1,1,1,2,1,0,1,2,1,2,50.15,1
1442-OKRJE,1,0,2,3,1,3,3,2,2,2,3,4,7031.3,0
4737-AQCPU,1,0,2,3,2,2,4,0,3,1,3,3,5016.65,0
9158-VCTQB,2,0,1,2,2,3,4,2,1,2,3,4,4594.95,1
2808-CHTDM,2,0,2,1,2,1,0,0,3,1,1,1,611.45,0
6311-UEUME,2,0,0,2,1,3,0,1,1,2,2,3,2384.15,1
0793-TWELN,2,0,0,1,2,3,1,0,1,2,2,3,319.85,0
3283-WCWXT,1,0,2,1,2,1,0,0,3,1,1,1,153.3,0
1060-ENTOF,2,1,1,3,2,3,4,1,2,2,3,4,7035.6,0
0999-QXNSA,1,1,1,1,1,2,0,0,1,2,1,2,344.2,0
5451-MHQOF,1,0,2,3,2,1,0,0,2,2,1,1,1431.65,0
4836-WNFNO,2,0,1,3,2,1,0,0,3,1,3,1,1849.2,0
9225-BZLNZ,1,0,1,3,2,2,3,2,3,2,2,3,6083.1,0
0354-VXMJC,1,0,2,1,1,1,0,0,3,1,3,1,426.65,0
4422-QVIJA,2,0,1,2,2,2,0,0,1,1,1,2,1655.35,0
9365-SRSZE,1,1,1,2,1,3,0,0,1,2,2,3,1943.9,0
6839-ITVZJ,2,0,2,2,2,2,2,0,1,2,2,3,1616.15,1
8332-OSJDW,1,0,2,1,2,1,0,0,2,1,1,1,314.95,0
4735-BJKOU,2,0,0,2,1,1,0,0,3,1,1,1,804.85,0
0274-JKUJR,1,0,2,1,0,2,3,2,1,1,1,2,465.7,0
5740-YHGTW,1,0,2,3,2,3,2,1,1,2,3,4,6669.05,0
8917-SZTTJ,1,0,2,3,1,1,0,0,3,1,3,1,1161.75,0
1696-MZVAU,1,0,2,2,0,2,0,0,2,2,3,1,947.75,0
7359-WWYJV,1,0,1,3,2,3,4,2,3,1,3,4,8375.05,0
0375-HVGXO,2,0,0,1,0,2,0,1,1,2,2,2,34.7,1
4906-ZHGPK,1,0,2,3,2,2,2,1,2,2,2,3,3770,0
8593-WHYHV,1,0,0,1,2,3,0,1,1,2,2,3,264.8,1
3795-GWTRD,2,0,2,3,1,2,4,1,3,1,3,3,4707.85,0
1298-PHBTI,1,0,2,3,2,3,2,0,3,2,2,3,6152.4,0
6223-DHJGV,2,0,0,2,1,1,0,0,2,2,1,1,958.1,0
6961-MJKBO,1,0,0,2,1,1,0,0,3,1,3,1,943,0
6097-EQISJ,2,0,2,3,2,3,2,2,2,2,3,4,6615.15,1
4423-YLHDV,2,0,1,1,2,3,2,2,1,2,3,4,2200.25,1
8158-WPEZG,1,0,0,1,0,2,2,0,1,2,2,2,425.1,0
0107-YHINA,1,0,1,1,2,3,1,2,1,2,2,4,99.75,1
4918-FYJNT,2,1,1,3,2,3,3,0,1,1,2,4,5044.8,0
0727-BNRLG,1,0,0,3,2,3,3,1,3,2,3,4,6743.55,0
4854-CIDCF,2,1,0,1,1,3,1,0,1,1,2,3,196.4,0
8640-SDGKB,1,0,0,1,1,2,2,2,1,2,2,3,299.7,1
3280-MRDOF,1,1,0,2,2,2,2,1,3,2,3,3,2093.9,0
6435-SRWBJ,2,0,0,1,2,3,2,0,1,2,2,3,417.75,0
9964-WBQDJ,2,0,1,3,2,1,0,0,3,2,3,1,1725.4,0
6303-KFWSL,2,0,0,2,2,2,1,0,2,2,2,2,1620.2,0
1702-CCFNJ,1,0,1,3,2,2,2,0,1,1,3,3,3169.55,0
8932-CZHRQ,1,0,0,3,2,2,3,1,2,1,3,3,5233.25,0
0386-CWRGM,2,0,2,2,1,1,0,0,3,1,1,1,967.85,0
5515-RUGKN,1,0,0,1,1,2,0,1,1,2,3,2,438.05,0
0404-AHASP,1,0,1,3,1,1,0,0,3,1,3,1,1421.9,0
7279-NMVJC,2,0,0,1,1,1,0,0,2,1,3,1,323.15,0
2081-VEYEH,1,0,0,1,1,3,3,2,1,2,2,4,318.6,0
6407-UTSLV,2,1,0,1,1,3,1,1,1,2,3,3,163.7,0
4116-TZAQJ,2,0,0,1,1,3,1,0,1,2,3,3,639.65,1
9060-HJJRW,2,0,0,3,0,2,2,2,2,2,3,2,2928.5,0
2587-YNLES,2,0,2,1,1,1,0,0,3,1,1,1,100.35,0
7398-SKNQZ,2,0,1,1,2,3,0,2,1,1,2,4,273.2,0
5935-FCCNB,2,1,0,1,2,3,0,2,1,2,2,4,1608.15,0
1958-RNRKS,1,0,1,2,2,2,0,0,1,1,2,2,1441.95,0
5136-RGMZO,1,0,0,2,2,2,2,1,1,2,2,3,2168.15,0
8345-MVDYC,2,0,0,2,1,2,3,2,3,1,3,3,3618.7,0
8226-BXGES,1,0,1,3,2,3,3,0,2,1,3,3,5692.65,0
3877-JRJIP,1,0,0,1,2,2,0,1,1,2,2,2,59.85,1
8375-DKEBR,2,1,0,1,1,3,0,0,1,2,2,3,69.6,1
9705-IOVQQ,1,1,2,3,2,3,1,2,2,1,2,4,5969.3,0
1015-OWJKI,1,0,0,1,1,1,0,0,1,1,1,1,19.05,0
7511-YMXVQ,1,0,0,1,0,2,0,2,1,2,2,2,418.8,1
2040-XBAVJ,1,0,2,3,2,3,4,2,3,1,3,4,8100.55,0
7551-JOHTI,2,0,0,1,1,1,0,0,1,1,1,1,19.5,1
8887-IPQNC,2,0,1,1,1,2,0,0,1,2,1,2,313.45,0
8646-JCOMS,2,0,1,3,2,3,3,0,2,2,3,4,6130.95,0
9804-ICWBG,1,0,0,1,1,3,0,0,1,2,2,3,69.9,1
1222-KJNZD,1,0,2,2,1,1,0,0,1,2,3,1,745.3,0
0106-GHRQR,1,0,0,1,2,2,2,1,1,2,3,3,1212.1,0
5318-IXUZF,2,0,0,1,1,3,1,1,1,2,3,3,183.75,1
3768-VHXQO,1,0,1,3,2,1,0,0,3,1,3,1,1583.5,0
8952-WCVCD,2,0,1,2,1,3,3,2,2,2,3,4,4162.05,0
2418-TPEUN,2,0,2,3,1,1,0,0,3,2,3,1,1119.9,0
3963-RYFNS,2,0,0,3,2,3,4,2,3,2,3,4,8013.55,0
3198-VELRD,2,0,2,1,2,3,0,1,1,2,3,3,264.85,1
8540-ZQGEA,2,0,1,3,1,1,0,0,3,1,3,1,1102.4,0
1320-REHCS,1,1,0,3,2,3,3,2,1,2,2,4,5832,0
4137-JOPHL,2,0,0,3,1,3,2,1,3,2,3,3,4304.5,0
9436-ZBZCT,1,0,0,1,2,3,1,1,1,2,2,3,1178.4,1
7801-CEDNV,1,0,1,2,1,2,1,0,2,1,3,2,1421.75,0
2057-BOYKM,2,1,1,3,2,3,4,0,3,2,3,4,6827.5,0
3658-QQJYD,1,0,0,3,1,2,2,2,2,2,3,3,4698.05,0
1803-BGNBD,2,0,0,1,1,2,2,0,1,2,2,2,654.5,0
0134-XWXCE,2,1,0,2,1,2,2,2,2,1,3,3,3268.05,0
6950-TWMYB,1,0,2,3,1,3,2,0,3,2,3,3,4362.05,0
5848-FHRFC,2,0,0,3,1,1,0,0,3,1,3,1,1386.9,0
2243-FNMMI,1,0,0,1,1,1,0,0,1,1,1,1,415.4,0
2511-MORQY,1,0,2,3,2,2,1,0,2,1,3,2,2614.1,0
5356-KZCKT,1,0,0,3,2,1,0,0,3,2,3,1,1513.6,0
9470-XCCEM,1,0,2,2,2,3,1,1,1,2,3,3,3161.6,0
6519-CFDBX,2,0,0,1,1,2,0,0,1,2,2,2,80.95,0
3902-MIVLE,1,0,2,3,2,2,3,1,3,1,1,3,4676.7,0
0409-WTMPL,2,0,1,3,2,3,3,2,2,2,3,4,6526.65,0
8763-KIAFH,2,0,2,2,1,1,0,0,2,2,1,1,583.3,0
3669-WHAFY,2,0,1,3,2,3,4,2,3,2,3,4,8078.1,0
3055-VTCGS,2,0,0,3,1,2,1,1,2,1,3,2,3503.5,0
3144-KMTWZ,1,0,1,3,2,3,2,1,1,2,3,4,6669.45,0
7279-BUYWN,2,1,0,2,2,3,3,2,1,2,2,4,4689.5,1
7156-MHUGY,1,1,0,1,1,3,0,2,1,2,2,4,1201.15,1
7198-GLXTC,1,0,0,1,1,3,0,1,1,1,2,3,143.65,1
2007-QVGAW,2,0,2,3,1,1,0,0,3,2,3,1,1292.65,0
5207-PLSTK,1,0,2,1,1,2,1,0,1,2,1,2,48.75,0
2307-FYNNL,1,1,0,3,2,3,3,2,3,2,2,4,7108.2,0
5605-XNWEN,1,1,1,3,2,1,0,0,3,2,3,1,1802.55,0
2155-AMQRX,2,0,0,2,2,2,1,0,1,2,3,2,1505.15,0
6181-AXXYF,1,0,2,3,2,1,0,0,3,1,3,1,1859.1,0
5091-HFAZW,2,0,0,1,1,3,2,1,1,2,2,4,168.5,0
0516-VRYBW,2,0,1,1,1,1,0,0,2,1,3,1,390.85,1
2519-LBNQL,1,1,1,3,2,3,2,2,2,2,2,4,6339.45,0
8623-ULFNQ,2,1,0,2,2,2,1,1,1,2,2,3,1652.4,0
8380-PEFPE,1,0,1,1,1,3,0,0,1,2,2,3,71.65,1
5687-DKDTV,2,0,0,1,1,1,0,0,1,1,1,1,77.5,1
1568-LJSZU,1,0,2,3,2,2,4,2,3,2,3,4,6392.85,0
7530-HDYDS,2,0,0,2,1,3,3,0,1,2,3,3,3264.5,1
7789-HKSBS,2,1,1,2,2,3,2,2,2,2,3,4,4599.15,0
7416-CKTEP,2,0,1,3,1,1,0,0,3,2,3,1,1134.25,0
2586-CWXVV,1,0,1,3,0,2,1,0,1,1,2,2,1621.35,0
3096-IZETN,2,0,0,1,1,3,0,1,1,1,3,3,947.3,1
2348-KCJLT,2,0,1,2,1,2,3,0,2,2,1,3,2722.2,0
8401-EMUWF,1,0,2,2,2,2,2,1,1,2,3,3,3058.3,0
4193-IBKSW,1,0,2,3,2,1,0,0,3,1,3,1,1769.6,0
5377-NDTOU,2,0,2,3,2,2,4,2,3,1,1,4,6293.75,0
5922-ABDVO,2,0,1,1,2,3,1,1,1,1,1,3,1761.05,1
2474-LCNUE,2,0,1,1,2,2,1,2,1,2,3,3,1642.75,0
0839-QNXME,2,0,0,2,1,1,0,0,3,1,3,1,578.5,0
3506-OVLKD,1,0,0,2,2,1,0,0,2,1,3,1,954.9,0
9172-ANCRX,2,0,0,1,2,3,1,2,1,2,2,4,973.25,1
6650-VJONK,1,0,0,1,1,2,0,0,1,2,3,2,43.85,0
2178-PMGCJ,1,0,0,1,1,3,0,0,1,2,1,3,1490.4,0
7492-TAFJD,1,0,2,1,0,2,3,0,3,1,1,2,280,0
2773-MADBQ,2,0,0,2,0,2,4,1,3,2,1,2,1901.25,0
6016-LVTJQ,2,0,2,2,1,1,0,0,1,1,1,1,716.4,0
7860-KSUGX,1,0,2,3,2,2,3,0,3,1,3,3,4720,0
8966-KZXXA,1,0,2,2,2,1,0,0,3,1,3,1,930.95,0
6910-HADCM,2,0,0,1,1,3,1,0,1,1,2,3,76.35,1
4816-LXZYW,2,0,0,1,2,3,1,0,1,2,2,3,1676.95,1
9606-PBKBQ,1,1,1,2,2,3,0,1,1,2,2,3,2642.05,1
5149-QYTTU,2,0,2,3,2,3,4,0,2,2,3,4,6770.85,0
2070-XYMFH,2,1,0,1,2,3,1,0,1,2,1,3,1835.3,0
2085-BOJKI,1,0,1,1,1,3,1,2,2,2,3,4,1588.25,0
0817-HSUSE,1,0,0,1,1,2,2,2,1,2,2,3,75.5,0
5442-PPTJY,1,0,2,1,1,1,0,0,3,1,1,1,258.35,0
1927-QEWMY,2,0,1,3,1,1,0,0,3,1,3,1,1502.25,0
1663-MHLHE,1,0,0,1,1,1,0,0,1,1,1,1,19.2,0
5663-QBGIS,1,1,1,3,2,3,1,2,3,1,3,4,6929.4,0
4450-MDZFX,1,0,2,3,2,3,0,0,1,1,3,3,4453.3,0
6701-DHKWQ,2,0,2,3,0,2,3,1,3,1,3,2,3244.4,0
7554-AKDQF,2,0,1,1,1,2,0,0,1,1,1,2,323.45,0
3536-IQCTX,1,1,1,2,2,3,0,1,1,1,2,3,2661.1,1
4911-BANWH,2,0,1,2,2,3,0,1,1,2,3,3,2697.4,1
8496-EJAUI,1,0,0,1,1,3,1,0,1,2,3,3,1424.5,1
0794-YVSGE,1,0,2,3,1,1,0,0,3,1,3,1,1401.15,0
5423-BHIXO,2,0,0,2,2,2,1,0,1,2,2,2,1739.6,0
6908-VVYHM,1,0,1,3,2,3,1,1,1,2,2,4,5931,0
2959-EEXWB,2,0,2,2,0,2,1,2,1,2,3,2,2333.85,0
1839-UMACK,1,0,0,2,2,1,0,0,2,1,2,1,949.85,0
3030-YDNRM,1,0,0,1,2,3,0,0,1,2,2,3,572.45,0
7321-KKSDU,1,0,1,2,1,1,0,0,3,1,1,1,696.8,0
3402-XRIUO,2,1,1,1,2,2,3,0,1,2,1,3,1381.8,0
3132-TVFDZ,1,1,1,3,0,2,0,2,1,2,2,2,2572.95,1
8286-AFUYI,1,0,0,1,1,2,1,0,1,1,2,2,47.95,0
8080-DDEMJ,1,1,0,1,1,2,0,0,1,1,2,2,45.1,1
8356-WUAOJ,2,0,1,1,1,2,0,0,1,2,2,2,45,0
6365-MTGZX,1,0,0,2,1,3,1,2,1,2,2,4,2122.45,1
1349-WXNGG,1,0,0,1,1,1,0,0,1,1,3,1,20.05,1
8058-DMYRU,1,1,0,3,2,3,1,1,1,2,2,4,4931.8,0
9350-ZXYJC,2,0,0,1,2,1,0,0,3,2,3,1,116.95,0
6990-YNRIO,1,0,2,3,2,3,3,2,3,1,3,4,6937.95,1
8958-JPTRR,2,0,1,3,2,1,0,0,2,1,2,1,1261.7,0
6959-GQEGV,1,0,0,2,1,2,2,2,1,2,2,3,3273.8,0
3173-WSSUE,2,0,2,3,1,1,0,0,3,1,3,1,1415.85,0
1265-HVPZB,1,0,1,3,1,2,3,1,2,1,3,3,3958.2,0
4115-UMJFQ,1,0,0,3,0,2,2,0,2,2,3,2,2492.25,0
7369-TRPFD,1,0,0,1,1,1,0,0,2,1,1,1,279.2,0
1098-KFQEC,2,0,2,3,1,1,0,0,3,1,3,1,1083,0
7190-XHTWJ,2,0,0,2,1,1,0,0,2,1,1,1,755.5,0
0621-TWIEM,1,0,0,1,1,2,0,0,1,2,2,2,402.6,1
3537-RYBHH,2,1,1,2,2,2,3,0,1,2,3,3,3252,0
2485-ITVKB,2,0,1,1,0,2,0,1,1,2,2,2,68.75,1
3669-OYSJI,1,0,0,1,1,2,0,0,1,1,3,2,46.2,1
1612-EOHDH,2,0,0,1,1,2,0,0,1,1,2,2,45.15,1
6702-OHFWR,1,1,0,1,0,2,2,1,1,2,2,2,43.3,1
5296-BFCYD,1,0,2,2,1,1,0,0,3,2,1,1,936.85,0
4510-PYUSH,2,1,0,2,1,2,2,0,1,2,3,2,2250.65,1
9359-JANWS,2,0,1,3,1,2,3,0,3,1,3,2,3857.1,0
7517-SAWMO,2,0,1,1,1,3,1,0,1,2,2,3,1441.1,1
4143-HHPMK,1,0,0,3,1,3,1,1,1,2,2,3,4338.6,1
3279-DYZQM,1,0,2,3,1,1,0,0,3,1,1,1,1378.45,0
7054-LGEQW,2,0,0,1,1,2,0,0,1,1,1,2,45.95,1
0523-VNGTF,2,1,0,3,0,2,3,1,1,2,2,2,2566.3,0
9575-IWCAZ,1,0,1,1,2,1,0,0,2,1,1,1,171,0
7105-MXJLL,2,1,1,2,1,2,1,1,2,1,1,3,1597.4,0
7064-FRRSW,1,1,0,3,2,3,1,2,2,2,2,4,4744.35,0
7940-UQQUG,2,0,2,3,2,3,2,2,2,2,3,4,6721.6,0
0923-PNFUB,2,0,0,1,1,3,1,1,1,1,2,3,247.25,1
3961-SXAXY,1,0,0,1,1,2,0,0,1,2,3,2,44.05,0
7010-BRBUU,1,0,2,3,2,1,0,0,3,1,3,1,1734.65,0
3566-HJGPK,1,0,0,1,1,2,0,0,1,2,1,2,45.55,0
3062-ICYZQ,2,0,2,3,2,3,2,1,1,2,2,4,4539.35,0
9938-PRCVK,2,0,2,2,1,1,0,0,3,1,3,1,804.25,0
0973-KYVNF,2,0,2,3,1,2,3,1,3,2,3,3,5011.15,0
5129-HHMZC,2,0,1,2,2,2,3,2,3,1,3,3,3574.5,0
9637-CDTKZ,1,0,1,3,2,3,4,2,3,2,3,4,8086.4,0
3946-JEWRQ,1,0,1,2,2,3,0,2,2,2,3,4,4563,0
7873-CVMAW,1,0,0,3,2,2,4,2,3,1,3,3,6362.35,0
0463-WZZKO,1,0,0,1,1,1,0,0,1,2,3,1,67.1,0
3494-JCHRQ,1,0,0,1,1,3,0,0,1,2,2,3,70.05,1
6474-FVJLC,1,0,0,1,2,3,0,1,1,2,2,3,165.45,1
4524-QCSSM,1,0,0,2,0,2,2,1,1,2,3,2,1156.55,0
5832-EXGTT,1,0,2,2,1,2,1,1,1,2,1,3,1834.15,0
8840-DQLGN,2,1,1,2,2,3,3,1,1,2,3,4,3653.35,1
2039-JONDJ,1,0,0,2,1,2,2,0,2,1,3,2,1477.65,0
7217-JYHOQ,1,0,2,2,1,2,3,1,1,2,3,3,1706.45,0
6695-FRVEC,1,0,2,3,1,2,3,0,3,2,3,3,3953.7,0
4547-LYTDD,2,0,0,1,2,3,0,0,1,1,2,3,1194.3,1
9894-QMIMJ,2,0,0,1,1,2,2,0,2,1,3,2,1327.85,0
8069-YQQAJ,1,0,0,1,0,2,1,0,1,2,1,2,419.7,0
6770-XUAGN,2,0,2,1,1,1,0,0,1,2,2,1,21,1
4193-ORFCL,2,1,0,1,1,2,0,0,1,1,1,2,45.1,1
1636-NTNCO,1,1,0,1,0,2,1,2,1,2,3,2,207.35,0
3466-WAESX,1,0,1,1,2,2,2,1,1,2,2,3,1083.7,0
9281-PKKZE,2,0,1,2,0,2,0,2,1,2,2,2,2007.85,0
3638-VBZTA,1,0,1,3,2,2,3,2,3,2,3,3,5882.75,0
7459-IMVYU,1,0,0,2,2,2,4,0,1,1,2,3,2657.55,0
7776-QWNFX,1,1,1,2,1,2,1,0,1,2,3,2,1527.5,1
6689-TCZHQ,2,1,0,1,1,3,0,1,1,1,2,3,378.4,1
8563-OYMQY,1,0,0,1,1,3,2,1,1,2,3,4,1612.2,0
0754-EEBDC,1,0,2,1,1,1,0,0,3,1,1,1,76.65,0
5777-ZPQNC,2,0,0,1,1,1,0,0,2,1,2,1,260.7,0
1951-IEYXM,1,0,2,3,2,2,4,2,3,2,3,4,6441.85,0
3318-NMQXL,1,0,0,1,1,3,0,2,1,2,2,4,266.8,0
3143-ILDAL,1,0,0,3,2,3,2,1,1,2,2,4,5124.6,1
1022-RKXDR,2,0,0,2,2,1,0,0,2,2,1,1,962.25,0
2361-FJWNO,1,0,0,2,0,2,2,0,2,1,3,2,1382.9,0
2272-UOINI,2,0,0,1,1,2,3,2,1,2,2,3,571.05,0
8232-UTFOZ,1,0,0,3,1,1,0,0,3,1,3,1,1399.35,0
3750-YHRYO,1,0,2,1,1,1,0,0,2,1,1,1,150,0
6637-KYRCV,2,0,2,1,0,2,1,0,1,2,2,2,167.2,0
5668-MEISB,2,0,2,3,2,3,4,1,3,1,3,4,7657.4,0
0129-QMPDR,1,0,2,2,1,1,0,0,2,2,3,1,865.05,0
7188-CBBBA,2,0,0,3,2,3,2,1,2,2,2,4,6153.85,0
5356-CSVSQ,2,0,0,1,2,2,1,1,1,1,2,3,174.2,0
3221-CJMSG,1,0,0,2,1,2,1,0,1,2,3,2,1269.6,0
4720-VSTSI,2,0,0,2,2,3,2,0,1,2,3,3,3862.55,1
3219-JQRSL,2,1,1,3,2,2,4,2,3,1,3,3,6352.4,0
2801-NISEI,1,0,0,2,1,2,2,0,1,1,2,2,1348.5,0
3946-MHCZW,1,0,0,1,1,2,1,0,1,1,1,2,50.9,1
4623-ZKHLY,1,0,1,1,1,1,0,0,1,2,3,1,471.55,0
6732-VAILE,1,0,2,3,2,2,3,2,3,2,3,3,5931.75,0
8201-AAXCB,1,0,2,2,2,2,0,1,1,1,2,3,1404.65,0
7696-CFTAT,1,0,2,2,1,1,0,0,3,1,3,1,726.1,0
1845-CSBRZ,2,1,2,1,2,3,0,1,1,1,3,3,1961.6,0
2123-VSCOT,2,0,2,3,2,2,2,1,3,2,3,3,4194.85,0
6651-AZVTJ,1,0,2,3,2,3,1,2,1,2,2,4,4872.45,1
4566-GOLUK,1,0,2,2,2,3,2,2,1,2,3,4,5118.95,1
2484-DGXPZ,2,0,2,2,1,1,0,0,1,2,1,1,658.95,1
2018-QKYGT,1,0,2,1,1,3,0,1,1,2,2,3,81.05,0
2792-VPPET,1,0,0,1,1,1,0,0,1,2,2,1,76.95,0
7409-JURKQ,2,0,1,3,2,3,3,2,2,2,3,4,5809.75,0
3247-MHJKM,1,0,0,1,1,1,0,0,1,1,1,1,20.2,0
1964-SVLEA,1,0,0,1,1,1,0,0,2,2,1,1,415.9,0
4587-NUKOX,2,0,0,1,1,3,2,0,1,2,2,3,246.5,1
7297-DVYGA,2,0,0,3,1,1,0,0,2,2,3,1,996.95,0
2239-CGBUZ,2,0,1,3,1,2,3,0,2,2,3,3,3145.15,0
0854-UYHZD,2,0,2,1,1,1,0,0,3,1,1,1,265.3,0
7243-LCGGZ,2,0,0,1,1,1,0,0,1,1,1,1,20.9,0
8267-KFGYD,1,0,1,1,1,1,0,0,1,2,1,1,21.05,0
4890-VMUAV,1,0,0,3,2,2,4,0,2,1,2,3,4576.3,0
9261-WDCAF,1,0,0,1,1,2,0,1,1,1,1,2,189.1,0
3764-MNMOI,1,0,0,2,1,1,0,0,3,1,3,1,908.15,0
7442-YGZFK,1,0,0,1,2,2,0,0,1,2,3,2,49.8,0
0420-BWTPW,1,0,1,1,0,2,0,0,1,1,1,1,215.2,1
8229-BUJHX,2,0,2,3,1,1,0,0,3,1,3,1,1500.95,0
7449-HVPIV,1,0,2,3,2,3,1,1,1,2,3,4,5099.15,0
5504-WSIUR,2,0,0,3,2,3,3,0,2,2,3,4,6385.95,0
8183-ONMXC,2,0,0,1,1,3,0,1,1,1,2,3,159.45,1
8466-PZBLH,1,0,2,3,2,3,2,2,3,1,3,4,6885.75,0
9614-RMGHA,1,0,1,3,2,3,1,1,1,2,3,4,5940.85,1
8735-IJJEG,1,0,1,1,1,2,1,0,1,1,3,2,668.85,0
0564-MUUQK,2,0,2,1,2,3,2,1,1,2,3,4,1916.2,0
5054-IEXZT,1,0,1,1,1,3,1,0,1,2,2,3,75.35,1
5834-ASPWA,1,0,0,1,2,3,0,0,1,2,2,3,75.45,1
0701-RFGFI,2,0,2,3,2,3,0,2,1,2,3,4,4613.95,0
0019-EFAEP,2,0,0,3,2,3,3,1,3,2,3,4,7261.25,0
5619-PTMIK,2,0,1,2,2,2,1,0,1,1,2,2,2459.8,0
3737-XBQDD,1,0,0,2,2,3,2,0,1,2,3,3,2048.8,0
5882-CMAZQ,2,0,2,1,0,2,2,0,1,1,2,2,163.55,0
5846-QFDFI,2,0,2,2,2,3,3,0,1,1,3,3,2888.7,0
4445-KWOKW,2,0,0,2,2,2,2,0,2,2,3,3,2421.6,0
3511-APPBJ,1,0,0,1,1,3,2,2,2,2,3,4,2292.75,0
7967-HYCDE,1,0,0,1,1,3,0,0,1,1,3,3,553.4,0
2430-RRYUW,1,0,0,3,1,2,2,0,2,2,1,2,3465.7,0
3948-XHGNA,1,0,0,2,1,2,1,0,1,2,3,2,1210.4,1
3723-BFBGR,1,1,0,2,2,2,1,0,1,1,3,2,1291.3,0
0565-IYCGT,1,0,0,3,2,2,4,1,2,2,3,3,5356.45,1
5447-WZAFP,2,0,0,3,1,3,2,2,2,2,1,4,5200.8,0
5110-CHOPY,2,0,0,3,0,2,2,2,3,1,2,2,3237.05,0
5445-UTODQ,2,0,1,1,1,3,0,1,1,2,2,3,576.65,1
4425-OWHWB,2,0,0,1,1,1,0,0,2,2,3,1,433.75,0
7892-QVYKW,2,0,2,1,2,3,0,1,1,1,2,3,1868.4,0
9675-ICXCT,1,0,2,3,1,2,3,2,3,2,2,3,5728.55,0
1024-VRZHF,1,0,1,1,2,3,0,0,1,2,2,3,825.7,1
4703-MQYKT,1,0,0,1,1,1,0,0,3,1,1,1,390.4,0
9497-QCMMS,1,1,0,1,2,3,0,2,1,2,2,4,93.55,1
5692-ICXLW,1,1,0,2,2,3,1,1,1,2,2,4,2845.15,0
0602-DDUML,2,0,0,3,1,2,3,1,3,1,1,3,3894.4,0
2208-MPXIO,2,0,2,2,1,1,0,0,3,2,3,1,886.4,0
1960-UYCNN,1,0,0,1,2,3,2,1,1,2,2,4,1021.55,0
0348-SDKOL,2,0,1,3,2,3,2,2,1,2,3,4,5885.4,1
3190-FZATL,1,0,1,1,1,1,0,0,1,1,1,1,268.4,0
7336-RLLRH,1,0,1,2,2,2,2,2,2,1,1,3,2204.35,0
4373-MAVJG,2,0,2,1,2,3,1,1,1,2,3,4,1259,1
8901-HJXTF,2,0,2,1,0,2,1,0,1,1,1,1,309.1,1
7710-JSYOA,2,0,2,3,2,3,2,1,3,2,3,4,6398.05,0
5419-KLXBN,2,0,2,2,1,3,2,1,1,2,3,3,2257.75,1
3424-NMNBO,1,1,1,3,2,3,3,2,2,2,2,4,6287.25,1
9885-MFVSU,2,0,2,2,0,2,2,1,3,2,3,2,1662.05,0
4514-GFCFI,2,1,0,1,2,3,0,1,1,2,2,3,1350.15,1
0607-MVMGC,1,0,2,2,2,2,2,2,2,1,3,3,3600.65,0
3365-SAIGS,2,0,0,1,1,3,1,1,1,2,2,3,1329.15,0
9828-AOQLM,2,0,2,1,1,2,0,0,1,2,2,2,45.7,1
8022-BECSI,1,0,0,1,1,1,0,0,2,1,1,1,422.5,0
8000-REIQB,2,1,0,1,1,3,0,0,1,2,2,3,69.95,1
9993-LHIEB,1,0,2,3,1,2,3,1,3,1,1,3,4627.65,0
0266-CLZKZ,2,0,2,3,2,3,2,2,3,2,3,4,6717.9,0
7615-ESMYF,2,0,1,1,0,2,0,2,1,1,2,2,97.1,1
3858-VOBET,1,0,0,1,2,3,0,0,1,2,2,3,1710.45,1
7020-OZKXZ,2,1,0,1,1,3,1,0,1,1,3,3,637.4,0
3977-QCRSL,2,0,0,1,1,1,0,0,1,1,1,1,117.95,0
0017-DINOC,1,0,0,3,0,2,2,1,3,1,3,2,2460.55,0
1447-PJGGA,2,0,0,3,1,3,1,2,3,2,2,4,5464.65,1
8565-CLBZW,1,0,0,2,2,3,1,1,1,2,1,3,2165.05,1
9139-WQQDY,2,0,2,3,2,3,1,2,2,1,1,4,4941.8,1
0224-HJAPT,1,0,0,1,2,2,0,0,1,1,2,2,223.15,1
8086-OVPWV,1,0,0,1,1,3,0,1,1,2,2,3,181.1,1
9430-FRQOC,2,0,1,1,2,3,2,0,1,2,1,3,341.45,1
7639-OPLNG,1,0,2,3,2,2,4,1,3,2,3,3,5731.85,0
3074-GQWYX,1,0,0,1,2,3,0,0,1,2,3,3,357.75,1
1492-QGCLU,1,0,2,3,2,2,3,2,1,1,2,3,4616.1,0
6845-RGTYS,2,0,1,2,2,3,3,1,1,2,2,4,4533.7,1
7328-OWMOM,2,0,1,2,1,1,0,0,2,1,3,1,589.25,0
4418-LZMSV,1,0,2,1,1,2,3,0,1,1,3,3,750.1,0
5155-AZQPB,2,0,2,2,2,2,0,0,1,1,1,2,1410.25,0
8861-HGGKB,2,0,0,1,2,3,0,1,1,1,2,3,830.85,1
1087-GRUYI,1,0,1,2,1,1,0,0,3,1,3,1,743.5,0
